time	b-value	Mean square deviation	Magnitude deficit	Elapsed days	Mean magnitude	Rate of square root of energy released	Mean time between characteristic events	Coefficient of variation from mean time	mag
1985-12-29	0.8232739029648569	0.006352888809851182	0.3333733984541993	159.0	3.3703000000000016	305167973.9735819	10.48188753858025	0.8545949097637906	3.02
1986-01-05	0.8250283361553675	0.0062541809801503895	0.33595278044773913	169.0	3.3695000000000013	286982515.8427985	10.48188753858025	0.8545949097637906	3.26
1986-01-12	0.8229975663259503	0.007062630275427938	0.3396085407697873	166.0	3.3636000000000013	290099592.57396185	9.813617424242423	0.7768373516319063	3.11
1986-01-19	0.8236662416505416	0.007994265166458339	0.35323760365307777	177.0	3.3545000000000016	268390364.3465343	9.813617424242423	0.7768373516319063	3.3
1986-01-26	0.8324588431443563	0.008298632785635175	0.3625142625646625	175.0	3.360500000000002	272553495.551682	9.813617424242423	0.7768373516319063	3.36
1986-02-02	0.8311670618082976	0.009461104918298487	0.36702503074223536	172.0	3.356100000000002	275567134.85781133	10.70515162037037	0.8268943240814477	0.0
1986-02-09	0.8311670618082976	0.009461104918298487	0.36702503074223536	172.0	3.356100000000002	275567134.85781133	10.70515162037037	0.8268943240814477	3.03
1986-02-16	0.8686072423405504	0.012507440309159444	0.4834049969771677	183.0	3.3263000000000016	238634372.11647588	10.70515162037037	0.8268943240814477	3.31
1986-02-23	1.0797686464417369	0.008821013934505573	-0.16326521923959092	193.0	3.2941000000000016	160149353.4056578	11.89168209876543	0.9048490913902136	3.94
1986-03-02	1.083000615934677	0.007914886096172294	-0.14986685747661888	198.0	3.2856000000000014	153320149.33374837	19.73923263888889	0.7190886330548031	3.19
1986-03-09	1.0826989733690917	0.007771246518553444	-0.1503646979202209	210.0	3.285400000000001	144550254.79180107	19.73923263888889	0.7190886330548031	3.42
1986-03-16	1.0862414462577998	0.007126877405149322	-0.14815628297290395	216.0	3.2879000000000014	141015446.00951982	19.73923263888889	0.7190886330548031	4.14
1986-03-23	1.0854867101270829	0.007592358153663946	-0.14022073449697547	219.0	3.2796000000000003	136140353.34890324	21.77921296296297	0.7695812584082552	3.24
1986-03-30	1.137460684007075	0.007580751150477119	-0.06510858404023523	225.0	3.2706000000000004	127755000.30563088	21.77921296296297	0.7695812584082552	0.0
1986-04-06	1.137460684007075	0.007580751150477119	-0.06510858404023523	225.0	3.2706000000000004	127755000.30563088	21.77921296296297	0.7695812584082552	3.67
1986-04-13	1.1455122963424464	0.006686040028608484	-0.058006919608448726	241.0	3.272800000000001	119519243.22434355	23.91935416666667	0.8578893282513328	0.0
1986-04-20	1.1455122963424464	0.006686040028608484	-0.058006919608448726	241.0	3.272800000000001	119519243.22434355	23.91935416666667	0.8578893282513328	0.0
1986-04-27	1.1455122963424464	0.006686040028608484	-0.058006919608448726	241.0	3.272800000000001	119519243.22434355	23.91935416666667	0.8578893282513328	3.63
1986-05-04	1.178379753483754	0.004154960240071955	-0.05353944102829722	259.0	3.2970000000000006	115008730.63528892	19.813474893162397	0.7697095746660932	3.13
1986-05-11	1.1812866349154991	0.0042887753055350815	-0.05164185316984327	264.0	3.2983	112965207.203981	19.813474893162397	0.7697095746660932	3.49
1986-05-18	1.1737778126472196	0.005487295378007111	-0.050137716853067886	270.0	3.2901	109181766.62254019	20.424263117283953	0.7624537791290901	3.35
1986-05-25	1.1772093997605475	0.005428728188175544	-0.04810528196543462	271.0	3.2925	109102567.1588048	20.424263117283953	0.7624537791290901	3.86
1986-06-01	1.1852163176975348	0.004855137027437768	-0.03088225616208629	276.0	3.2869	105784723.7885768	21.113342236467236	0.8193889604462851	3.48
1986-06-08	1.186785021213971	0.004339865265902393	-0.031024611183488208	282.0	3.2889000000000004	103869115.80602856	21.113342236467236	0.8193889604462851	3.74
1986-06-15	1.251562176548585	0.004197415686958358	0.045801053775078586	285.0	3.2797	98922523.02337712	21.404678596866102	0.8354936303302668	3.5
1986-06-22	1.251460575779202	0.003617219611147715	0.043640836852008036	288.0	3.2815000000000003	98225789.11258584	20.587599206349207	0.8300357363333487	3.38
1986-06-29	1.2765885121457743	0.004501093324737022	0.07298591540734467	293.0	3.2779000000000003	95319084.73453884	19.0484748931624	0.7585840072222397	4.28
1986-07-06	1.2266726161442216	0.0026723545138925553	-0.013722941357888985	288.0	3.3101999999999987	104232567.18976694	17.24130555555556	0.7242655365017391	3.38
1986-07-13	1.2367049554106841	0.0027600541547525715	-0.010276128335524605	283.0	3.3158999999999983	106785451.44336651	17.24130555555556	0.7242655365017391	6.0
1986-07-20	0.7956508652133363	0.013709864466672468	0.5904129416392312	33.0	3.4401	2082796422.1034997	1.4493501984126984	0.3941504450653001	4.46
1986-07-27	0.9489372816937448	0.004405544030447709	0.3534667539039935	12.0	3.4316000000000013	3845578681.340939	0.4676630892255893	0.5184971055290801	4.02
1986-08-03	0.9735455924757522	0.005538594534873986	0.41986114699114463	17.0	3.4078000000000013	2585009023.055205	0.6845575547138046	0.6599289514543004	4.31
1986-08-10	0.9562337167624528	0.00481557007486825	0.3637389462934921	25.0	3.4329	1839055778.7559836	1.003339602623457	0.8003514991622075	3.46
1986-08-17	0.9599984514242969	0.00460020542951824	0.3889799040185453	29.0	3.4156999999999997	1545708363.3297265	0.9278766835016832	0.7968587302772889	3.8
1986-08-24	0.9686742101219358	0.005108572297976288	0.3899830235104922	36.0	3.429199999999999	1263710803.1243136	1.4046132330246912	0.5154413248388893	3.3
1986-08-31	1.2089014679454904	0.002806875208265416	-0.21763672651412055	42.0	3.3675999999999995	784959870.1325231	1.5086510942760942	0.5336786304643091	3.87
1986-09-07	1.1865075916584658	0.0031199756868720147	-0.24305965195275905	47.0	3.3675999999999986	706186019.2079887	2.10583912037037	0.616436751195699	3.82
1986-09-14	1.2311801679995529	0.0018426598441127055	-0.1768935342369673	54.0	3.3492999999999986	588623175.2003317	2.6509317129629624	0.6970641503549925	3.68
1986-09-21	1.24177702059263	0.0020274588059749415	-0.16512420328160715	57.0	3.3496	555766411.9647439	2.6486822916666664	0.6964160911681538	3.21
1986-09-28	1.4295560900563138	0.003409646264786891	-0.12357999216948112	63.0	3.3234	454112271.42710125	2.6486822916666664	0.6964160911681538	3.42
1986-10-05	1.4371068280895103	0.002926446640858125	-0.1131259715574311	71.0	3.3186999999999998	399371550.9590568	2.6324939083820658	0.6738208595328453	4.18
1986-10-12	1.3245289353204417	0.0041387782388992355	-0.226213969160904	78.0	3.3374	384358506.2595241	3.4750551146384474	0.6121663369633241	3.72
1986-10-19	1.3147578367242547	0.005161611415444212	-0.23975191238255975	81.0	3.3407	373018247.41166717	3.5240703914141407	0.6355845272150138	4.0
1986-10-26	1.3163931291187259	0.004657490553108671	-0.2339131508901957	88.0	3.3358000000000003	340484427.12378484	3.9250952230639733	0.7069195354510813	3.52
1986-11-02	1.3124192167777815	0.004027035991417227	-0.2290625259210541	92.0	3.3283000000000005	321859617.7120388	4.0390382495590815	0.7172223925848559	4.48
1986-11-09	1.2353359385433078	0.0025403110606346552	-0.15648513996598812	97.0	3.3518	327034378.69285685	4.340028409090909	0.7648686038062729	3.97
1986-11-16	1.2220654559225606	0.002633440251692657	-0.17232665999527885	101.0	3.353800000000001	316353771.39988387	4.54158406986532	0.8050025293276167	3.27
1986-11-23	1.2652864561655046	0.0027874784184379452	-0.1061015704893924	106.0	3.3314000000000004	285896485.02325904	4.90305787037037	0.8452182971301541	3.3
1986-11-30	1.3426609733185821	0.0022470169145952317	-0.013071165423297336	114.0	3.311300000000001	251886373.73352882	5.047618177387915	0.8522396584491069	3.1
1986-12-07	1.3397686795584365	0.0022502675966382863	-0.01036965452220162	113.0	3.306700000000001	252313201.57820684	4.602238297325103	0.7993073398428148	3.3
1986-12-14	1.3373688204218863	0.002401962958591813	-0.009101005187747369	122.0	3.3037000000000014	232608943.33398637	4.602238297325103	0.7993073398428148	3.0
1986-12-21	1.3316510075545105	0.002430906698486296	-0.012127191968886564	127.0	3.301700000000001	222992272.51741517	4.602238297325103	0.7993073398428148	3.68
1986-12-28	1.3110878105150732	0.0034710400452633394	-0.02671082091737897	128.0	3.2969000000000013	220566556.3757621	6.682370248538011	0.6271767007428103	3.7
1987-01-04	1.3236804667644937	0.0030778195468283104	-0.010316351980216076	134.0	3.2930000000000006	208874098.1962	6.71849408436214	0.6217312940048187	3.67
1987-01-11	1.3364198211870304	0.003326015528039531	-0.01644326479122249	136.0	3.3085000000000013	210649720.79902148	6.497537615740741	0.634164065280405	3.4
1987-01-18	1.327469292450685	0.0034738665652092656	-0.0217425843780088	139.0	3.3059000000000003	205645654.0881152	6.497537615740741	0.634164065280405	3.13
1987-01-25	1.3292045764804121	0.0034442966240079077	-0.020806350189265462	143.0	3.3065	200015026.93671492	6.497537615740741	0.634164065280405	3.37
1987-02-01	1.3359841064705087	0.003262238947324318	-0.01824075670977976	152.0	3.3098	188936850.56859568	6.497537615740741	0.634164065280405	3.0
1987-02-08	1.3306337796431909	0.003342211589338649	-0.021101777562902768	155.0	3.3078000000000003	184904056.83478665	6.497537615740741	0.634164065280405	5.38
1987-02-15	0.987719915194472	0.011398733349273316	0.5102914350182193	151.0	3.2965000000000013	238531640.18451166	9.908372507122506	0.7363183248496334	5.3
1987-02-22	0.8588522416309439	0.01309549267409311	0.2549891123481265	152.0	3.3201	285742836.1192814	9.3078621031746	0.7093045717685624	3.97
1987-03-01	0.8546173224733743	0.011561358994301113	0.2359902534764116	155.0	3.3272000000000004	283675850.57541066	9.541807870370372	0.7526512802983059	3.74
1987-03-08	0.8586854344619911	0.014739521597183253	0.2651473164144145	150.0	3.3123	285044463.89163435	9.269083478009259	0.7550661541113178	3.3
1987-03-15	0.858092657724883	0.01614669461228083	0.2700591324488508	152.0	3.3073999999999995	279217720.6997821	9.583462962962962	0.7581929901540027	3.32
1987-03-22	0.8585050755616715	0.017609149968703816	0.2735333185971722	158.0	3.3044	267239722.0584637	9.703096064814817	0.7402309962167325	3.29
1987-03-29	0.8566840515651271	0.01741024628205793	0.2734400136204638	160.0	3.3029	263525574.8120986	9.703096064814817	0.7402309962167325	3.7
1987-04-05	0.8534688230160116	0.018139856729394385	0.26719517073519583	163.0	3.2995999999999994	256658176.64084178	11.203687996031746	0.8335252003492615	3.57
1987-04-12	0.8553250009962126	0.01894701678378723	0.2772200092362178	162.0	3.298499999999999	257828329.64816156	11.810685541310539	0.8569713488099346	3.65
1987-04-19	0.8752874498542524	0.022932859685636745	0.32756260016129346	163.0	3.2903999999999987	247783025.4965037	11.482024636243384	0.8634273838316229	3.1
1987-04-26	0.8727355101154676	0.022840796503126738	0.3257425024484535	171.0	3.2886999999999986	235855842.19922748	11.482024636243384	0.8634273838316229	3.4
1987-05-03	0.8781026083803569	0.028598090329677063	0.3551566637592183	165.0	3.2771999999999983	239600447.66460785	9.23640625	0.9071134268189674	3.36
1987-05-10	0.8761637294057546	0.028668425020785187	0.35203764415910044	171.0	3.2763999999999984	231118688.9873517	9.23640625	0.9071134268189674	3.33
1987-05-17	0.8802927189050719	0.028449082135104838	0.35488230186876546	170.0	3.2792999999999983	233039849.01775	9.23640625	0.9071134268189674	4.12
1987-05-24	0.878938924007529	0.02389163422337736	0.33431226334973285	173.0	3.2920999999999974	234380651.43327397	9.23640625	0.9071134268189674	3.71
1987-05-31	0.8817818063502432	0.02279424135265186	0.3347495518161789	169.0	3.296599999999997	241499871.93926373	11.511437856125355	0.9035255222192404	3.32
1987-06-07	0.8836286375566467	0.023075992938192725	0.3366046014426036	169.0	3.2976999999999976	241690893.98947224	11.511437856125355	0.9035255222192404	3.44
1987-06-14	0.8920873217718954	0.0241087941620954	0.3404372403780682	168.0	3.3040999999999974	244115738.74505964	12.035785108024692	0.9145887367848208	3.76
1987-06-21	0.8921020351236248	0.0250400113568402	0.34862555348501006	165.0	3.3012999999999977	248050681.68877175	14.6903367003367	1.0619486589762743	3.77
1987-06-28	0.8981522562745324	0.02382907687554357	0.3505118347480005	171.0	3.308999999999997	241623613.90885496	14.051820023148148	1.0506985925206072	3.55
1987-07-05	0.8981872109591214	0.023989343671500532	0.3603298990700141	152.0	3.3035999999999968	270181787.45233834	11.571461226851852	0.9696391188577446	3.26
1987-07-12	1.0990852273216984	0.01756505420720804	0.6024623860921334	147.0	3.282699999999997	222288612.1536468	11.571461226851852	0.9696391188577446	3.65
1987-07-19	1.1097726166166986	0.017050714232649342	0.5973240372435189	152.0	3.294799999999997	218223476.09348303	12.587889660493829	1.1031910910277372	3.36
1987-07-26	1.1130658976564294	0.01732833331018466	0.5981464074694713	161.0	3.2972999999999972	206597455.85958382	12.587889660493829	1.1031910910277372	3.25
1987-08-02	1.1350150292592385	0.021753840592093523	0.6383657712372388	169.0	3.285999999999996	191358635.21837333	12.587889660493829	1.1031910910277372	3.05
1987-08-09	1.1350150292592385	0.021753840592093523	0.6383657712372388	174.0	3.285999999999996	185859823.86152357	12.587889660493829	1.1031910910277372	3.41
1987-08-16	1.1671985377418368	0.029253939669729476	0.6911222880367642	183.0	3.2739999999999965	170829955.77046844	13.595768097643099	1.1933046566404155	3.62
1987-08-23	1.1665801057144436	0.02850349133663256	0.6870742624286548	186.0	3.278599999999996	169211788.76349527	15.440144675925927	1.225142537036096	3.67
1987-08-30	1.1681814627353029	0.028344206973849005	0.6853566513327962	190.0	3.281199999999997	166365202.5293179	15.250196759259259	1.2043213753896922	3.84
1987-09-06	1.7434647802370002	0.00318075834779921	-0.06270531450388539	192.0	3.271099999999997	129478652.65651256	14.176915064102564	1.113975439497975	3.3
1987-09-13	1.8294911549089203	0.004663380992363191	-0.012909846136444079	190.0	3.264399999999997	128120080.44615266	15.024150270061732	1.1643282695812331	3.71
1987-09-20	1.8035413291451328	0.005684033718317693	-0.032317125855552575	197.0	3.271499999999997	125294186.72236992	15.030300035612536	1.2165970371838788	3.5
1987-09-27	1.85156856519104	0.004876252595589462	-0.006722007401807062	204.0	3.2690999999999972	119937767.09556746	15.094879436728391	1.2520096919445558	3.07
1987-10-04	1.8459604893441561	0.004995926064805819	-0.008376748807698675	209.0	3.2676999999999965	116881525.69103809	15.094879436728391	1.2520096919445558	5.9
1987-10-11	0.7678107292594917	0.018275453165267533	0.46438907416499303	138.0	3.399899999999999	458378277.3311645	8.419625178062677	0.8508802908077084	3.33
1987-10-18	0.7765708123917738	0.019141000105762945	0.4754500358405025	136.0	3.406199999999999	466638239.5887196	8.419625178062677	0.8508802908077084	3.53
1987-10-25	0.779569808423575	0.01884325275180721	0.4757400648192594	136.0	3.4103999999999983	467976269.107932	8.665814318783069	0.907271023359394	4.03
1987-11-01	0.7809170303003748	0.01633086223796956	0.4704373388065681	145.0	3.4166999999999983	442737234.00010616	8.665814318783069	0.907271023359394	3.15
1987-11-08	0.7759893392446887	0.0162987251099939	0.4645084802972193	150.0	3.414499999999998	427385803.99809015	8.665814318783069	0.907271023359394	3.43
1987-11-15	0.7770050223862571	0.016271409273788017	0.4640607340845078	152.0	3.415599999999998	422100160.41112727	8.665814318783069	0.907271023359394	0.0
1987-11-22	0.7770050223862571	0.016271409273788017	0.4640607340845078	152.0	3.415599999999998	422100160.41112727	8.665814318783069	0.907271023359394	3.48
1987-11-29	0.7761497998133946	0.01689004571341125	0.4638583284848661	157.0	3.413999999999999	407635814.7734859	8.79178952991453	0.8854282126040325	6.6
1987-12-06	1.2623325490840138	0.004595574670565494	-0.010068954103306993	5.0	3.2906000000000004	5707416101.135988	0.2995074588477366	0.6754918070626219	4.57
1987-12-13	1.150057696205313	0.0050568744580651226	-0.11295145808516692	11.0	3.3124	2819315761.058305	0.8272253787878788	0.6365533803691733	3.43
1987-12-20	1.1471961456874522	0.006559703958385236	-0.11299672992453845	18.0	3.3084	1711436077.2386205	0.9011886574074074	0.6699257633719325	4.02
1987-12-27	1.1341298907477424	0.0037178746919763615	-0.1493568296178065	24.0	3.3282	1334230077.4203606	2.0462528935185182	0.5438801350560071	3.46
1988-01-03	1.1383067622649734	0.004461672208597242	-0.1408646665086053	30.0	3.3259	1061016849.1483744	2.1962826178451182	0.5619781336671966	3.91
1988-01-10	1.1465197143633223	0.004379766278381835	-0.12253278539691426	39.0	3.318700000000001	803356161.5455014	3.059974922839506	0.6403282970045872	3.92
1988-01-17	1.1365836226441324	0.004290959968455553	-0.14150940934560818	41.0	3.3255000000000026	775623286.9840318	3.1690998931623926	0.6901048790709395	3.16
1988-01-24	1.1306767513673075	0.0041833171523090965	-0.14526115405237405	53.0	3.3222000000000027	598050955.1343715	3.1690998931623926	0.6901048790709395	3.56
1988-01-31	1.1325971331631135	0.0037101304195751032	-0.1476935131786954	60.0	3.3256000000000023	531113899.3755957	3.9850124007936505	0.7427423204631857	4.67
1988-02-07	1.048983242173688	0.0042319958643361535	-0.17091603859625693	64.0	3.3400000000000016	534185251.447974	3.9850124007936505	0.7427423204631857	3.44
1988-02-14	1.0440984279300864	0.005773942765737955	-0.16482517814701758	73.0	3.3293000000000017	460998317.21249276	4.642845293209875	0.8377366309730421	4.69
1988-02-21	0.9779174538432468	0.007138630727996509	-0.26131055929598457	78.0	3.345100000000002	462713748.718128	4.642845293209875	0.8377366309730421	3.51
1988-02-28	0.974285516174078	0.007295596523878422	-0.25979867019214803	84.0	3.3420000000000023	427466377.16846	7.003759645061728	0.7967025450431183	4.2
1988-03-06	0.9789638845750548	0.003959438379818176	-0.29688464060551656	94.0	3.378000000000001	405422271.8520284	5.898717447916666	0.7474008761257814	3.25
1988-03-13	0.9773046763787876	0.004362444800405813	-0.2970883184137527	96.0	3.3746000000000014	395367476.60028267	6.287903549382715	0.785122709293696	3.4
1988-03-20	0.9800396276422992	0.005223117963761958	-0.282035330547755	105.0	3.367100000000001	356542213.6536709	7.2500961538461555	0.8837053149976779	3.43
1988-03-27	0.9861963428363152	0.0058826197503104895	-0.2670658508728705	112.0	3.363300000000001	331156957.9186587	7.7450983796296295	0.9260273981603	4.01
1988-04-03	1.0719916226160473	0.002535991207049533	-0.1496620344015449	120.0	3.3674000000000017	295648369.49881905	8.01533410493827	0.9377809593512968	3.72
1988-04-10	1.0743916635609934	0.0024713622665660665	-0.14618216917350413	127.0	3.3685000000000027	279461904.53154933	8.154601080246913	0.9599036608015891	3.79
1988-04-17	1.112933027414448	0.002526468239934675	-0.10583207282961382	128.0	3.377500000000003	277640591.2425683	7.007908950617282	0.8580950025530809	3.45
1988-04-24	1.1085786453752158	0.002553823641818627	-0.1080558565257359	136.0	3.3748000000000022	260599070.92844647	7.007908950617282	0.8580950025530809	3.52
1988-05-01	1.1957174828357433	0.0028983607543553213	0.014521692634666294	142.0	3.356100000000003	232927675.19548944	7.248387118736383	0.8726537812348701	3.9
1988-05-08	1.188304158864263	0.0029789430216392715	-0.01502343601899625	145.0	3.3743000000000025	235471349.60519418	6.843424189814813	0.8728559643480011	3.31
1988-05-15	1.1833389168420132	0.002811775602415089	-0.01726481068412689	149.0	3.3714000000000017	228417002.09824717	6.843424189814813	0.8728559643480011	3.22
1988-05-22	1.1873849854141687	0.002842902124787667	-0.014438283734024891	154.0	3.3736000000000024	221426533.7918484	6.843424189814813	0.8728559643480011	4.26
1988-05-29	1.1500604667489007	0.0019076620672440199	-0.06579990190165308	155.0	3.381000000000002	225922311.7519037	6.843424189814813	0.8728559643480011	3.41
1988-06-05	1.17125387325539	0.002041557170139448	-0.029257434618839007	163.0	3.3714000000000017	210031766.38981172	7.084643640350878	0.8879673459936881	3.88
1988-06-12	1.1688295540970275	0.0022166801315433673	-0.04739998804091883	167.0	3.3855000000000017	209824243.01786965	7.386828703703703	0.8159051535935627	5.37
1988-06-19	0.9898615817394228	0.005709827598868822	0.3785023647461392	163.0	3.4028000000000014	263727576.65160966	7.504587742504407	0.8310846503209385	3.55
1988-06-26	0.9863065043545862	0.0056475811815756855	0.3729775161608293	166.0	3.4030000000000005	259270025.8704736	7.508174452861952	0.8520138108533892	4.66
1988-07-03	0.9456481617535146	0.004845748298378516	0.29082389664566577	155.0	3.4167999999999994	291746935.49659353	5.944635141093475	0.8074601994857772	4.4
1988-07-10	0.9676071032086428	0.004087074261964928	0.3301004553195899	153.0	3.4147999999999983	289523392.33636564	5.944635141093475	0.8074601994857772	4.4
1988-07-17	0.9464667258201508	0.002938421224463179	0.2640251619080907	154.0	3.4392999999999985	301074777.30692685	6.063344907407409	0.840893344710193	3.95
1988-07-24	0.94367066440403	0.002642187968509985	0.2518923964514075	161.0	3.445899999999998	291075594.20019615	6.185779320987655	0.8739980131940683	3.12
1988-07-31	0.973662675222238	0.003696004592373404	0.3225501043229988	161.0	3.4261999999999984	274980761.0399793	6.185779320987655	0.8739980131940683	3.62
1988-08-07	0.9813696135115496	0.004929711222884429	0.3540955438164381	154.0	3.4103999999999983	279738795.71756315	6.575939512882448	0.8930123546172455	3.22
1988-08-14	0.9779178306230008	0.004652486634425121	0.3564829728811469	160.0	3.4026999999999985	266906163.94755608	6.870075231481483	0.9287051435760691	3.71
1988-08-21	0.9851849033878582	0.005920590314775265	0.380476782040204	165.0	3.3919999999999986	254057816.25839236	6.785266754850088	1.0026737571227546	3.99
1988-08-28	0.9746933447752734	0.005130997660251106	0.35842517939985097	160.0	3.3951999999999987	264617865.18716893	6.660512278582932	1.0068367676371217	3.64
1988-09-04	0.978304473424656	0.0057489081810939546	0.3805968140364042	155.0	3.380799999999999	266761475.69820896	6.935693918350169	1.0412625330775878	3.51
1988-09-11	0.9714632292579894	0.005834476098266275	0.3895689479261453	154.0	3.364799999999998	263460528.60468972	7.1855279982363305	1.0621748906598985	3.6
1988-09-18	0.965077629614982	0.005749795855876021	0.3906057010331789	159.0	3.355799999999998	252702212.33353972	7.817985532407408	1.1935786162370907	4.04
1988-09-25	0.9494199121929281	0.0050047662649228475	0.3693442992580591	157.0	3.3514999999999984	256191421.92474005	7.561543615984406	1.1412668286722474	3.69
1988-10-02	0.9500901566651371	0.005155233101871228	0.366085169837743	156.0	3.3543999999999983	258823348.26952904	7.844934819688111	1.1460163255019442	3.48
1988-10-09	0.9528899832538438	0.005081124815045135	0.3741785670625424	156.0	3.3516999999999983	257748451.14920104	8.227018389917697	1.204153805247418	3.67
1988-10-16	0.952901146900298	0.005526510674080541	0.3844433667244207	157.0	3.3428999999999984	252705020.48659715	7.718504221132897	1.5860898976010076	3.57
1988-10-23	0.9674429793457291	0.007343643826647609	0.4221623410379296	146.0	3.332199999999998	264965726.542971	7.399502957818929	1.5066471732544082	4.18
1988-10-30	1.158342324378635	0.0017386033476996024	-0.008615317583881676	132.0	3.3092999999999986	232844278.01530248	8.201027777777778	1.6682058306208791	3.62
1988-11-06	1.1599383390986235	0.0014927348696110224	-0.0131400024295818	139.0	3.313899999999998	222743406.49964732	8.392349537037036	1.744537975652371	3.69
1988-11-13	1.1621805789157476	0.0016085708413892633	-0.015744515848221674	140.0	3.317499999999998	222307038.34780625	8.572374855324075	1.8403676560608049	3.56
1988-11-20	1.2736589402381635	0.001437141038323741	-0.14480004730867255	138.0	3.3022999999999985	207676696.54906124	7.92089699074074	1.6566429619793377	4.83
1988-11-27	1.1379432257594848	0.0028598594738330927	0.13253614750419376	146.0	3.3140999999999985	216473072.05820405	7.92089699074074	1.6566429619793377	3.3
1988-12-04	1.268520173806064	0.0054700450877295075	0.308386358804472	144.0	3.281	197531152.43083608	8.315708333333333	1.7801504418281513	5.02
1988-12-11	1.076476062850804	0.01322394853163156	0.2865345705718747	136.0	3.2844000000000007	234828234.87655804	7.9013888888888895	1.6336781244594751	3.09
1988-12-18	1.0733563717000272	0.013297417169707613	0.2842972535120785	135.0	3.2838000000000007	236447073.90758	7.9013888888888895	1.6336781244594751	5.03
1988-12-25	0.9440289972487772	0.017391440179089782	0.0891387567699935	142.0	3.2983	255129855.0372629	7.4519425154320995	1.5656525493066094	3.3
1989-01-01	0.9402116114478364	0.017725563763587696	0.08460100686183925	141.0	3.2996000000000003	257270155.74299827	7.4519425154320995	1.5656525493066094	3.25
1989-01-08	0.94009593410613	0.017762790881587838	0.08461871032806112	141.0	3.3	257367069.51764908	7.4519425154320995	1.5656525493066094	3.11
1989-01-15	0.9254363824775512	0.019203160403889544	0.07653900547244241	147.0	3.287	243071529.38865024	7.220894360269358	1.4674028886377424	4.29
1989-01-22	0.9108457515642848	0.014833716855860516	0.02427565178188207	142.0	3.3004000000000007	260569013.44637504	13.600756944444447	0.7724905795876132	4.96
1989-01-29	0.8443828407206141	0.015973995591679366	-0.1374002481682588	131.0	3.3221000000000007	314747539.7454768	13.19849408436214	0.6984469207929442	3.31
1989-02-05	0.8416224180732761	0.017988398965709484	-0.12686134849085295	128.0	3.313400000000001	317077634.4439796	13.19849408436214	0.6984469207929442	3.97
1989-02-12	0.8327979453571756	0.018023276999892653	-0.13666882857044094	119.0	3.3079000000000023	341086329.6785616	12.704578189300413	0.6720506083093887	3.55
1989-02-19	0.8356102697343729	0.01854283204463256	-0.12873893794433133	117.0	3.3089000000000026	347092044.03881633	12.621255144032922	0.6668865636622193	4.1
1989-02-26	0.8339112026249668	0.018649194999523392	-0.14233833164257706	120.0	3.3103000000000042	339355557.09677684	11.971318158436212	0.6274942172185757	3.79
1989-03-05	0.8184686818814677	0.019743762426610918	-0.15846664757712947	107.0	3.2999000000000027	377054409.5368708	6.689672619047619	1.7445698251165591	3.88
1989-03-12	0.8176487146793545	0.01734880958829605	-0.16921150921229874	105.0	3.3053000000000017	387915093.8843844	6.685577256944446	1.8831871696649205	4.58
1989-03-19	1.04601550834264	0.004482387122984493	0.14996295828887707	78.0	3.3085000000000027	421914940.89511186	3.807188271604938	0.9216468635782976	3.26
1989-03-26	1.0528811118378405	0.004574891953508993	0.1544746487559756	76.0	3.310900000000002	433968650.3413064	3.807188271604938	0.9216468635782976	3.87
1989-04-02	1.10015524932892	0.005575428198125932	0.2303150618116101	69.0	3.3038000000000016	461929632.19281965	3.76775871459695	0.8687908662587407	4.31
1989-04-09	1.2213945231711028	0.0028904705852292514	-0.006594958653076688	69.0	3.296600000000001	420840617.2357502	3.76775871459695	0.8687908662587407	4.8
1989-04-16	1.0921712420688654	0.0030043804063984475	0.05016901094186732	77.0	3.3119000000000014	415330239.140576	3.76775871459695	0.8687908662587407	3.02
1989-04-23	1.0994587261484958	0.0032953569091461925	0.0714106970653079	83.0	3.3028000000000013	378587516.9076333	3.929270109953704	0.8877916593724768	3.24
1989-04-30	1.1030351276128667	0.003822345456904723	0.07426116083629886	91.0	3.3041000000000014	345516727.30884445	3.929270109953704	0.8877916593724768	3.49
1989-05-07	1.11013943135075	0.004006467784232217	0.08084427651693549	92.0	3.3078000000000016	342739789.38041264	3.52954475308642	0.8262354166755344	3.66
1989-05-14	1.115162930633484	0.003672395692540919	0.0819375155888995	94.0	3.3112000000000017	336890163.97127944	5.878288483796296	0.5656617377914502	3.51
1989-05-21	1.1393615980938248	0.0036389249025546976	0.1117274227966032	98.0	3.3106000000000018	320454325.4502297	5.467414641203704	0.5240047702511882	3.07
