time	x_1i	x_2i	x_3i	x_4i	x_5i	x_6i	x_7i	mag
1985-12-29	0.10191704291893823	0.07523796423402529	-0.062306399020985566	-0.005940147526300343	-0.13336617567896414	0.0	1.8436783406684e-05	3.02
1986-01-05	0.2462888910678356	0.10780966387106816	-0.07434873374814921	0.020527270378234874	-0.1523385757363669	3.02	5.742715136015297e-06	3.26
1986-01-12	0.2244112214158882	0.08575966170723626	0.08011842410804326	-0.0762734172850974	-0.05266560395759234	0.0	5.363347039515433e-06	3.11
1986-01-19	0.18445382518164852	0.10191704291893823	0.07523796423402529	-0.062306399020985566	-0.005940147526300343	3.11	5.156127857818326e-06	3.3
1986-01-26	0.0877326551373756	0.2316483041406754	0.1325708522223339	-0.08497322958158637	0.008773484103351992	3.3	3.319675908198701e-06	3.36
1986-02-02	0.03183756458453435	0.2244112214158882	0.08575966170723626	0.08011842410804326	-0.0762734172850974	0.0	4.304504889581418e-06	0.0
1986-02-09	0.03183756458453435	0.2244112214158882	0.08575966170723626	0.08011842410804326	-0.0762734172850974	0.0	4.304504889581418e-06	3.03
1986-02-16	-0.047986630093392435	0.11058606265519776	0.2462888910678356	0.10780966387106816	-0.07434873374814921	3.015	3.726653172078802e-06	3.31
1986-02-23	-0.029518360130152962	0.0424889480006454	0.18445382518164852	0.10191704291893823	0.07523796423402529	3.1466666666666665	4.71424245334415e-06	3.94
1986-03-02	0.060764699201568025	-0.16755310503902202	-0.047863755945003694	0.0877326551373756	0.2316483041406754	3.3633333333333333	9.661669381462007e-06	3.19
1986-03-09	0.18612960099077624	-0.17296669797885975	-0.029518360130152962	0.0424889480006454	0.18445382518164852	3.1	4.304504889581321e-06	3.42
1986-03-16	0.1318992368932248	0.060764699201568025	-0.16755310503902202	-0.047863755945003694	0.0877326551373756	3.296666666666667	3.884672948621065e-06	4.14
1986-03-23	-0.15845789420225298	0.25997808959067625	-0.06542798434200914	-0.15447466327859627	-0.047986630093392435	3.4275	8.442407926870852e-06	3.24
1986-03-30	-0.0259383111814655	0.014365217590234904	0.07306643103030308	-0.16599492463909482	-0.018951099790489367	0.0	1.0099067302558167e-05	0.0
