time	x_1i	x_2i	x_3i	x_4i	x_5i	x_6i	x_7i	mag
1985-12-29	0.032437701379883	-0.04700156730554828	-0.035656361404208685	-0.11045720652390688	-0.05364309312045856	0.0	0.0008741544155122509	0.0
1986-01-05	0.032437701379883	-0.04700156730554828	-0.035656361404208685	-0.11045720652390688	-0.05364309312045856	0.0	0.0008741544155122509	4.6
1986-01-12	0.037946219476037935	-0.004590268485005988	-0.06376872983580117	-0.10932161044199697	-0.053051700339378005	5.4	0.0007904903231199531	0.0
1986-01-19	0.037946219476037935	-0.004590268485005988	-0.06376872983580117	-0.10932161044199697	-0.053051700339378005	5.4	0.0007904903231199531	0.0
1986-01-26	0.037946219476037935	-0.004590268485005988	-0.06376872983580117	-0.10932161044199697	-0.053051700339378005	5.4	0.0007904903231199531	0.0
1986-02-02	0.037946219476037935	-0.004590268485005988	-0.06376872983580117	-0.10932161044199697	-0.053051700339378005	5.4	0.0007904903231199531	0.0
1986-02-09	0.037946219476037935	-0.004590268485005988	-0.06376872983580117	-0.10932161044199697	-0.053051700339378005	5.4	0.0007904903231199531	0.0
1986-02-16	0.037946219476037935	-0.004590268485005988	-0.06376872983580117	-0.10932161044199697	-0.053051700339378005	5.4	0.0007904903231199531	6.2
1986-02-23	-0.054371766122472964	0.032437701379883	-0.04700156730554828	-0.035656361404208685	-0.11045720652390688	0.0	0.0012726338013397947	0.0
1986-03-02	-0.054371766122472964	0.032437701379883	-0.04700156730554828	-0.035656361404208685	-0.11045720652390688	0.0	0.0012726338013397947	4.7
1986-03-09	-0.06028003699276385	0.037946219476037935	-0.004590268485005988	-0.06376872983580117	-0.10932161044199697	0.0	0.001198772216236197	4.6
1986-03-16	0.03184644220954147	-0.03656600841148694	0.032140032280230546	-0.06141041882116328	-0.11106139574039943	0.0	0.0009333370334683892	0.0
1986-03-23	0.03184644220954147	-0.03656600841148694	0.032140032280230546	-0.06141041882116328	-0.11106139574039943	0.0	0.0009333370334683892	0.0
1986-03-30	0.03184644220954147	-0.03656600841148694	0.032140032280230546	-0.06141041882116328	-0.11106139574039943	0.0	0.0009333370334683892	5.3
1986-04-06	0.008812257409313684	-0.0457161710671008	0.027930701775241932	-0.0424945677009072	-0.09108075736929801	0.0	0.0011279760969904555	0.0
1986-04-13	0.008812257409313684	-0.0457161710671008	0.027930701775241932	-0.0424945677009072	-0.09108075736929801	0.0	0.0011279760969904555	4.5
1986-04-20	0.035579681057102075	-0.054371766122472964	0.032437701379883	-0.04700156730554828	-0.035656361404208685	0.0	0.0009953238500613577	0.0
1986-04-27	0.035579681057102075	-0.054371766122472964	0.032437701379883	-0.04700156730554828	-0.035656361404208685	0.0	0.0009953238500613577	0.0
1986-05-04	0.035579681057102075	-0.054371766122472964	0.032437701379883	-0.04700156730554828	-0.035656361404208685	0.0	0.0009953238500613577	4.8
1986-05-11	-0.004675866514894489	0.03184644220954147	-0.03656600841148694	0.032140032280230546	-0.06141041882116328	4.75	0.00096397572573417	4.8
1986-05-18	0.013521560107410123	0.008812257409313684	-0.0457161710671008	0.027930701775241932	-0.0424945677009072	5.0	0.0010273897208907684	5.2
1986-05-25	0.014159314094392528	-0.004675866514894489	0.03184644220954147	-0.03656600841148694	0.032140032280230546	0.0	0.0008741544155122628	0.0
1986-06-01	0.014159314094392528	-0.004675866514894489	0.03184644220954147	-0.03656600841148694	0.032140032280230546	0.0	0.0008741544155122628	4.7
1986-06-08	0.03304558212664488	0.013521560107410123	0.008812257409313684	-0.0457161710671008	0.027930701775241932	0.0	0.0008177084202762692	0.0
1986-06-15	0.03304558212664488	0.013521560107410123	0.008812257409313684	-0.0457161710671008	0.027930701775241932	0.0	0.0008177084202762692	4.5
1986-06-22	-0.020470139607051463	0.06376872983579608	0.035579681057102075	-0.054371766122472964	0.032437701379883	4.5	0.0007380208649020378	4.5
1986-06-29	0.04630005137561266	0.04249456770090276	0.01778546929185887	-0.06028003699276385	0.037946219476037935	4.5	0.0005741117081003626	6.6
1986-07-06	-0.11523568342374645	0.04630005137561266	0.04249456770090276	0.01778546929185887	-0.06028003699276385	4.7	0.0012726338013397947	4.7
1986-07-13	-0.12373875698034376	0.06086391730127549	0.014159314094392528	-0.004675866514894489	0.03184644220954147	4.7	0.0013496236334762956	4.5
1986-07-20	-0.021544949890026862	-0.050993118365311285	0.03304558212664488	0.013521560107410123	0.008812257409313684	0.0	0.0013496236334762956	0.0
1986-07-27	-0.021544949890026862	-0.050993118365311285	0.03304558212664488	0.013521560107410123	0.008812257409313684	0.0	0.0013496236334762956	0.0
1986-08-03	-0.021544949890026862	-0.050993118365311285	0.03304558212664488	0.013521560107410123	0.008812257409313684	0.0	0.0013496236334762956	0.0
1986-08-10	-0.021544949890026862	-0.050993118365311285	0.03304558212664488	0.013521560107410123	0.008812257409313684	0.0	0.0013496236334762956	4.5
1986-08-17	0.004232724668661979	-0.08738134484244586	-0.020470139607051463	0.06376872983579608	0.035579681057102075	4.5	0.001310733805677225	4.8
1986-08-24	0.008503073556597296	-0.12373875698034376	0.06086391730127549	0.014159314094392528	-0.004675866514894489	4.8	0.0012726338013397947	4.8
1986-08-31	0.03494413790382633	-0.021544949890026862	-0.050993118365311285	0.03304558212664488	0.013521560107410123	0.0	0.0010601815960603798	0.0
1986-09-07	0.03494413790382633	-0.021544949890026862	-0.050993118365311285	0.03304558212664488	0.013521560107410123	0.0	0.0010601815960603798	0.0
1986-09-14	0.03494413790382633	-0.021544949890026862	-0.050993118365311285	0.03304558212664488	0.013521560107410123	0.0	0.0010601815960603798	0.0
1986-09-21	0.03494413790382633	-0.021544949890026862	-0.050993118365311285	0.03304558212664488	0.013521560107410123	0.0	0.0010601815960603798	5.1
1986-09-28	0.02620441363052517	0.004232724668661979	-0.08738134484244586	-0.020470139607051463	0.06376872983579608	0.0	0.0010937076750024454	0.0
1986-10-05	0.02620441363052517	0.004232724668661979	-0.08738134484244586	-0.020470139607051463	0.06376872983579608	0.0	0.0010937076750024454	0.0
1986-10-12	0.02620441363052517	0.004232724668661979	-0.08738134484244586	-0.020470139607051463	0.06376872983579608	0.0	0.0010937076750024454	4.8
1986-10-19	0.012925943943307485	-0.004270348887937203	-0.11523568342374645	0.04630005137561266	0.04249456770090276	4.8	0.0011987722162362126	5.6
1986-10-26	-0.05150856691018835	0.03494413790382633	-0.021544949890026862	-0.050993118365311285	0.03304558212664488	5.25	0.0015132335505867154	4.8
1986-11-02	0.05864211501041005	-0.0042703488879390905	0.008503073556597296	-0.12373875698034376	0.06086391730127549	0.0	0.0008741544155122628	0.0
1986-11-09	0.05864211501041005	-0.0042703488879390905	0.008503073556597296	-0.12373875698034376	0.06086391730127549	0.0	0.0008741544155122628	4.5
1986-11-16	0.0989506680116764	-0.05150856691018835	0.03494413790382633	-0.021544949890026862	-0.050993118365311285	4.5	0.0007639306899888282	5.3
1986-11-23	0.01914667615576993	0.03623272348760065	0.012925943943307485	-0.004270348887937203	-0.11523568342374645	5.25	0.0008177084202762692	6.0
1986-11-30	0.016872357494299498	0.06756939375678872	0.01914667615576993	0.03623272348760065	0.012925943943307485	4.925000000000002	0.0004563239005810281	6.0
1986-12-07	-0.07459358050110976	0.016872357494299498	0.06756939375678872	0.01914667615576993	0.03623272348760065	4.6	0.0007639306899888174	0.0
1986-12-14	-0.07459358050110976	0.016872357494299498	0.06756939375678872	0.01914667615576993	0.03623272348760065	4.6	0.0007639306899888174	0.0
1986-12-21	-0.07459358050110976	0.016872357494299498	0.06756939375678872	0.01914667615576993	0.03623272348760065	4.6	0.0007639306899888174	0.0
1986-12-28	-0.07459358050110976	0.016872357494299498	0.06756939375678872	0.01914667615576993	0.03623272348760065	4.6	0.0007639306899888174	0.0
1987-01-04	-0.07459358050110976	0.016872357494299498	0.06756939375678872	0.01914667615576993	0.03623272348760065	4.6	0.0007639306899888174	5.6
1987-01-11	-0.08964794351213834	-0.0754789874965569	0.08088066015704687	0.04135251797502937	0.0989506680116764	0.0	0.0010273897208907539	4.8
1987-01-18	-0.03782299907090203	-0.1041033022046709	0.12603902874472706	0.05605509364657402	0.09231703093335952	4.8	0.0006407051594809366	4.7
1987-01-25	0.020272819787758408	-0.07459358050110976	0.016872357494299498	0.06756939375678872	0.01914667615576993	4.7	0.0006641030858712657	5.0
1987-02-01	0.005043367729275827	-0.015277713950631044	-0.05432076071335135	0.03858925327904061	0.05551572654831749	5.0	0.0007127521514941958	5.1
1987-02-08	0.03304558212664277	-0.08964794351213834	-0.0754789874965569	0.08088066015704687	0.04135251797502937	0.0	0.0008177084202762692	6.8
1987-02-15	-0.14999521603811716	0.03304558212664277	-0.08964794351213834	-0.0754789874965569	0.08088066015704687	5.675	0.002304539296384625	5.1
1987-02-22	-0.007118648077353852	-0.08669496408492561	-0.08984750823346976	0.020272819787758408	-0.07459358050110976	4.9	0.0023616680783141173	4.7
1987-03-01	-0.0034883090915920345	-0.007061354436420975	-0.1698818603544988	0.005043367729275827	-0.015277713950631044	4.7	0.002478752176666332	5.6
1987-03-08	0.018016331553798448	-0.007118648077353852	-0.08669496408492561	-0.08984750823346976	0.020272819787758408	5.066666666666666	0.002085306345612736	4.8
1987-03-15	0.0920490464619248	-0.043611947416437036	-0.0035449138198951897	-0.14999521603811716	0.03304558212664277	4.65	0.0016900811669755679	5.6
